Item,Qty,Datetime
Almond Croissant - FM,1.0,2024-06-15 07:25:14
Berry Croissant - FM,1.0,2024-06-15 07:25:14
Pain Au Chocolat - FM,1.0,2024-06-15 07:25:14
Butter Croissant - FM,1.0,2024-06-15 07:25:14
Kouign Amann - FM,1.0,2024-06-15 07:25:14
Sugar Sticks - FM,1.0,2024-06-15 07:25:11
Kouign Amann - FM,1.0,2024-06-15 07:23:49
Flavored Lemonade - FM,1.0,2024-06-15 07:23:49
Pain Aux Raisin - FM,1.0,2024-06-15 07:22:11
Almond Croissant - FM,1.0,2024-06-15 07:22:11
Berry Croissant - FM,1.0,2024-06-15 07:18:58
Pain Au Chocolat - FM,1.0,2024-06-15 07:18:58
Pistachio Croissant - FM,1.0,2024-06-15 07:18:21
Cold Brew - FM,1.0,2024-06-15 07:18:21
Butter Croissant - FM,1.0,2024-06-15 07:16:57
Pain Au Chocolat - FM,1.0,2024-06-15 07:00:42
Flavored Lemonade - FM,1.0,2024-06-15 07:00:42
Iced Teas - FM,1.0,2024-06-15 06:51:27
Butter Croissant - FM,1.0,2024-06-15 06:51:27
Flavored Lemonade - FM,1.0,2024-06-08 11:52:45
Ube & Strawberry Croissant - FM,1.0,2024-06-08 11:50:59
Butter Croissant - FM,1.0,2024-06-08 11:50:59
Iced Teas - FM,1.0,2024-06-08 11:50:10
Pistachio Croissant - FM,1.0,2024-06-08 11:43:31
Flavored Lemonade - FM,1.0,2024-06-08 11:39:17
Ube & Strawberry Croissant - FM,1.0,2024-06-08 11:37:17
Pistachio Croissant - FM,2.0,2024-06-08 11:37:17
Iced Teas - FM,1.0,2024-06-08 11:36:56
Butter Croissant - FM,2.0,2024-06-08 11:36:34
Almond Croissant - FM,2.0,2024-06-08 11:36:34
Pistachio Croissant - FM,2.0,2024-06-08 11:36:34
Cold Brew - FM,1.0,2024-06-08 11:34:25
Iced Teas - FM,1.0,2024-06-08 11:33:41
Flavored Lemonade - FM,1.0,2024-06-08 11:33:06
Ube & Strawberry Croissant - FM,1.0,2024-06-08 11:30:05
Berry Croissant - FM,1.0,2024-06-08 11:30:05
Iced Teas - FM,2.0,2024-06-08 11:26:11
Flavored Lemonade - FM,2.0,2024-06-08 11:26:11
Berry Croissant - FM,2.0,2024-06-08 11:22:18
Butter Croissant - FM,1.0,2024-06-08 11:21:56
Ube & Strawberry Croissant - FM,1.0,2024-06-08 11:21:56
Flavored Lemonade - FM,1.0,2024-06-08 11:21:56
Ube & Strawberry Croissant - FM,1.0,2024-06-08 11:21:03
Pistachio Croissant - FM,1.0,2024-06-08 11:21:03
Iced Teas - FM,2.0,2024-06-08 11:20:11
Butter Croissant - FM,1.0,2024-06-08 11:19:42
Ube & Strawberry Croissant - FM,1.0,2024-06-08 11:18:22
Berry Croissant - FM,1.0,2024-06-08 11:14:19
Ube & Strawberry Croissant - FM,1.0,2024-06-08 11:14:19
Pain Au Chocolat - FM,1.0,2024-06-08 11:13:55
Ube & Strawberry Croissant - FM,1.0,2024-06-08 11:13:55
Almond Croissant - FM,1.0,2024-06-08 11:12:24
Pistachio Croissant - FM,1.0,2024-06-08 11:12:24
Berry Croissant - FM,1.0,2024-06-08 11:11:56
Ube & Strawberry Croissant - FM,1.0,2024-06-08 11:11:56
Pistachio Croissant - FM,1.0,2024-06-08 11:10:56
Almond Croissant - FM,1.0,2024-06-08 11:10:56
Cold Brew - FM,1.0,2024-06-08 11:09:04
Pain Au Chocolat - FM,2.0,2024-06-08 11:08:23
Pain Au Chocolat - FM,1.0,2024-06-08 11:07:22
Pistachio Croissant - FM,1.0,2024-06-08 11:07:22
Berry Croissant - FM,1.0,2024-06-08 11:07:22
Iced Teas - FM,1.0,2024-06-08 11:06:18
Ube & Strawberry Croissant - FM,1.0,2024-06-08 11:05:57
Pain Au Chocolat - FM,1.0,2024-06-08 11:05:57
Berry Croissant - FM,1.0,2024-06-08 11:03:37
Pain Au Chocolat - FM,1.0,2024-06-08 11:03:37
Drip Coffee - FM,1.0,2024-06-08 11:00:23
Flavored Lemonade - FM,1.0,2024-06-08 11:00:23
Pain Au Chocolat - FM,1.0,2024-06-08 11:00:23
Iced Teas - FM,1.0,2024-06-08 10:59:47
Pain Au Chocolat - FM,1.0,2024-06-08 10:59:47
Iced Teas - FM,1.0,2024-06-08 10:59:20
Pain Au Chocolat - FM,1.0,2024-06-08 10:58:40
Iced Teas - FM,1.0,2024-06-08 10:57:56
Almond Croissant - FM,2.0,2024-06-08 10:55:17
Butter Croissant - FM,1.0,2024-06-08 10:54:07
Pain Au Chocolat - FM,1.0,2024-06-08 10:50:46
Drip Coffee - FM,1.0,2024-06-08 10:50:35
Cold Brew - FM,2.0,2024-06-08 10:48:09
Butter Croissant - FM,1.0,2024-06-08 10:48:09
Pain Au Chocolat - FM,1.0,2024-06-08 10:47:24
Ube & Strawberry Croissant - FM,1.0,2024-06-08 10:46:45
Almond Croissant - FM,1.0,2024-06-08 10:44:06
Pain Au Chocolat - FM,1.0,2024-06-08 10:44:06
Basil & Raspberry Canele1 - FM,1.0,2024-06-08 10:40:28
Iced Teas - FM,1.0,2024-06-08 10:39:47
Almond Croissant - FM,1.0,2024-06-08 10:38:42
Ube & Strawberry Croissant - FM,1.0,2024-06-08 10:37:50
Berry Croissant - FM,1.0,2024-06-08 10:37:10
Pistachio Croissant - FM,1.0,2024-06-08 10:37:10
Ube & Strawberry Croissant - FM,1.0,2024-06-08 10:37:10
Almond Croissant - FM,1.0,2024-06-08 10:36:34
Almond Croissant - FM,1.0,2024-06-08 10:35:49
Pain Au Chocolat - FM,1.0,2024-06-08 10:34:52
Pistachio Croissant - FM,1.0,2024-06-08 10:32:13
Flavored Lemonade - FM,1.0,2024-06-08 10:30:29
Drip Coffee - FM,1.0,2024-06-08 10:30:29
Pistachio Croissant - FM,1.0,2024-06-08 10:30:20
Flavored Lemonade - FM,1.0,2024-06-08 10:29:47
Berry Croissant - FM,1.0,2024-06-08 10:28:57
Iced Teas - FM,1.0,2024-06-08 10:28:39
Butter Croissant - FM,1.0,2024-06-08 10:28:02
Cold Brew - FM,1.0,2024-06-08 10:27:21
Basil & Raspberry Canele1 - FM,1.0,2024-06-08 10:26:13
Basil & Raspberry Canele1 - FM,1.0,2024-06-08 10:24:12
Ube & Strawberry Croissant - FM,1.0,2024-06-08 10:23:31
Pain Au Chocolat - FM,1.0,2024-06-08 10:23:12
Drip Coffee - FM,2.0,2024-06-08 10:22:22
Flavored Lemonade - FM,2.0,2024-06-08 10:21:13
Flavored Lemonade - FM,1.0,2024-06-08 10:20:33
Iced Teas - FM,1.0,2024-06-08 10:20:04
Pistachio Croissant - FM,1.0,2024-06-08 10:19:39
Ube & Strawberry Croissant - FM,1.0,2024-06-08 10:19:39
Iced Teas - FM,1.0,2024-06-08 10:17:28
Iced Teas - FM,1.0,2024-06-08 10:17:13
Cold Brew - FM,2.0,2024-06-08 10:16:42
Basil & Raspberry Canele1 - FM,2.0,2024-06-08 10:16:42
Berry Croissant - FM,1.0,2024-06-08 10:16:42
Pistachio Croissant - FM,1.0,2024-06-08 10:16:42
Almond Croissant - FM,1.0,2024-06-08 10:14:20
Almond Croissant - FM,1.0,2024-06-08 10:13:19
Cold Brew - FM,1.0,2024-06-08 10:13:19
Almond Croissant - FM,1.0,2024-06-08 10:12:57
Vanilla Canele - FM,1.0,2024-06-08 10:12:57
Almond Croissant - FM,1.0,2024-06-08 10:12:38
Ube & Strawberry Croissant - FM,1.0,2024-06-08 10:12:38
Iced Teas - FM,1.0,2024-06-08 10:12:36
Drip Coffee - FM,1.0,2024-06-08 10:12:36
Sugar Sticks - FM,1.0,2024-06-08 10:12:06
Butter Croissant - FM,2.0,2024-06-08 10:10:16
Ube & Strawberry Croissant - FM,1.0,2024-06-08 10:09:33
Iced Teas - FM,1.0,2024-06-08 10:09:33
Sugar Sticks - FM,1.0,2024-06-08 10:08:26
Drip Coffee - FM,1.0,2024-06-08 10:08:22
Iced Teas - FM,1.0,2024-06-08 10:08:22
Flavored Lemonade - FM,1.0,2024-06-08 10:07:30
Iced Teas - FM,1.0,2024-06-08 10:06:35
Pistachio Croissant - FM,1.0,2024-06-08 10:04:44
Butter Croissant - FM,1.0,2024-06-08 10:03:03
Vanilla Canele - FM,1.0,2024-06-08 09:59:10
Flavored Lemonade - FM,1.0,2024-06-08 09:59:10
Iced Teas - FM,1.0,2024-06-08 09:59:10
Cold Brew - FM,2.0,2024-06-08 09:58:37
Flavored Lemonade - FM,1.0,2024-06-08 09:58:37
Flavored Lemonade - FM,2.0,2024-06-08 09:58:24
Pain Au Chocolat - FM,2.0,2024-06-08 09:57:45
Flavored Lemonade - FM,1.0,2024-06-08 09:56:45
Drip Coffee - FM,1.0,2024-06-08 09:55:34
Flavored Lemonade - FM,1.0,2024-06-08 09:53:59
Drip Coffee - FM,1.0,2024-06-08 09:53:59
Drip Coffee - FM,1.0,2024-06-08 09:52:58
Iced Teas - FM,1.0,2024-06-08 09:52:58
Ube & Strawberry Croissant - FM,1.0,2024-06-08 09:52:45
Drip Coffee - FM,1.0,2024-06-08 09:52:45
Basil & Raspberry Canele1 - FM,1.0,2024-06-08 09:51:54
Almond Croissant - FM,3.0,2024-06-08 09:51:54
Pistachio Croissant - FM,1.0,2024-06-08 09:50:09
Iced Teas - FM,1.0,2024-06-08 09:50:09
Flavored Lemonade - FM,1.0,2024-06-08 09:50:05
Sugar Sticks - FM,1.0,2024-06-08 09:49:11
Butter Croissant - FM,1.0,2024-06-08 09:47:43
Sugar Sticks - FM,1.0,2024-06-08 09:47:43
Drip Coffee - FM,1.0,2024-06-08 09:47:43
Drip Coffee - FM,1.0,2024-06-08 09:46:34
Pistachio Croissant - FM,1.0,2024-06-08 09:46:34
Vanilla Canele - FM,1.0,2024-06-08 09:45:56
Cold Brew - FM,1.0,2024-06-08 09:45:56
Berry Croissant - FM,1.0,2024-06-08 09:45:30
Iced Teas - FM,1.0,2024-06-08 09:45:30
Drip Coffee - FM,1.0,2024-06-08 09:44:46
Cold Brew - FM,2.0,2024-06-08 09:43:35
Ube & Strawberry Croissant - FM,1.0,2024-06-08 09:43:35
Almond Croissant - FM,1.0,2024-06-08 09:42:47
Ube & Strawberry Croissant - FM,1.0,2024-06-08 09:42:47
Drip Coffee - FM,1.0,2024-06-08 09:42:16
Pain Au Chocolat - FM,1.0,2024-06-08 09:42:16
Drip Coffee - FM,1.0,2024-06-08 09:41:10
Berry Croissant - FM,1.0,2024-06-08 09:40:33
Cold Brew - FM,1.0,2024-06-08 09:39:47
Almond Croissant - FM,1.0,2024-06-08 09:39:47
Berry Croissant - FM,2.0,2024-06-08 09:39:46
Sugar Sticks - FM,1.0,2024-06-08 09:39:46
Cold Brew - FM,1.0,2024-06-08 09:37:30
Berry Croissant - FM,1.0,2024-06-08 09:35:36
Flavored Lemonade - FM,1.0,2024-06-08 09:35:36
Sugar Sticks - FM,1.0,2024-06-08 09:34:38
Almond Croissant - FM,1.0,2024-06-08 09:34:08
Sugar Sticks - FM,1.0,2024-06-08 09:34:08
Iced Teas - FM,2.0,2024-06-08 09:33:46
Iced Teas - FM,1.0,2024-06-08 09:32:46
Drip Coffee - FM,1.0,2024-06-08 09:32:22
Ube & Strawberry Croissant - FM,1.0,2024-06-08 09:31:51
Vanilla Canele - FM,1.0,2024-06-08 09:31:51
Iced Teas - FM,2.0,2024-06-08 09:30:35
Butter Croissant - FM,1.0,2024-06-08 09:29:59
Pain Aux Raisin - FM,1.0,2024-06-08 09:29:59
Drip Coffee - FM,1.0,2024-06-08 09:29:36
Cold Brew - FM,1.0,2024-06-08 09:29:36
Pistachio Croissant - FM,1.0,2024-06-08 09:28:57
Vanilla Canele - FM,1.0,2024-06-08 09:28:57
Cold Brew - FM,1.0,2024-06-08 09:28:57
Iced Teas - FM,1.0,2024-06-08 09:27:54
Berry Croissant - FM,1.0,2024-06-08 09:27:16
Almond Croissant - FM,1.0,2024-06-08 09:27:16
Iced Teas - FM,1.0,2024-06-08 09:24:47
Flavored Lemonade - FM,1.0,2024-06-08 09:24:47
Almond Croissant - FM,1.0,2024-06-08 09:24:47
Almond Croissant - FM,1.0,2024-06-08 09:23:33
Ube & Strawberry Croissant - FM,1.0,2024-06-08 09:22:51
Pistachio Croissant - FM,1.0,2024-06-08 09:22:12
Iced Teas - FM,1.0,2024-06-08 09:22:07
Almond Croissant - FM,1.0,2024-06-08 09:21:41
Pain Au Chocolat - FM,1.0,2024-06-08 09:21:35
Berry Croissant - FM,1.0,2024-06-08 09:21:35
Sugar Sticks - FM,1.0,2024-06-08 09:21:35
Drip Coffee - FM,1.0,2024-06-08 09:20:59
Ube & Strawberry Croissant - FM,1.0,2024-06-08 09:20:59
Butter Croissant - FM,2.0,2024-06-08 09:20:40
Ube & Strawberry Croissant - FM,1.0,2024-06-08 09:17:51
Iced Teas - FM,1.0,2024-06-08 09:17:51
Berry Croissant - FM,1.0,2024-06-08 09:16:09
Almond Croissant - FM,1.0,2024-06-08 09:16:09
Pain Au Chocolat - FM,1.0,2024-06-08 09:16:09
Iced Teas - FM,1.0,2024-06-08 09:16:09
Sugar Sticks - FM,1.0,2024-06-08 09:14:21
Almond Croissant - FM,1.0,2024-06-08 09:13:45
Pain Aux Raisin - FM,1.0,2024-06-08 09:13:45
Pain Aux Raisin - FM,1.0,2024-06-08 09:11:38
Almond Croissant - FM,1.0,2024-06-08 09:10:54
Pistachio Croissant - FM,1.0,2024-06-08 09:10:54
Vanilla Canele - FM,1.0,2024-06-08 09:10:46
Basil & Raspberry Canele1 - FM,1.0,2024-06-08 09:10:46
Butter Croissant - FM,1.0,2024-06-08 09:10:46
Drip Coffee - FM,1.0,2024-06-08 09:10:46
Butter Croissant - FM,1.0,2024-06-08 09:10:19
Pain Au Chocolat - FM,1.0,2024-06-08 09:10:19
Drip Coffee - FM,1.0,2024-06-08 09:10:19
Flavored Lemonade - FM,1.0,2024-06-08 09:09:40
Iced Teas - FM,1.0,2024-06-08 09:08:19
Cold Brew - FM,1.0,2024-06-08 09:07:05
Basil & Raspberry Canele1 - FM,1.0,2024-06-08 09:07:05
Drip Coffee - FM,1.0,2024-06-08 09:06:41
Drip Coffee - FM,1.0,2024-06-08 09:05:26
Pistachio Croissant - FM,1.0,2024-06-08 09:02:17
Iced Teas - FM,1.0,2024-06-08 09:02:11
Pain Au Chocolat - FM,1.0,2024-06-08 09:01:48
Iced Teas - FM,1.0,2024-06-08 09:01:48
Pistachio Croissant - FM,1.0,2024-06-08 09:01:16
Vanilla Canele - FM,1.0,2024-06-08 09:01:16
Ube & Strawberry Croissant - FM,2.0,2024-06-08 09:00:04
Berry Croissant - FM,1.0,2024-06-08 08:58:31
Pain Au Chocolat - FM,1.0,2024-06-08 08:58:31
Iced Teas - FM,1.0,2024-06-08 08:58:31
Pain Au Chocolat - FM,1.0,2024-06-08 08:57:41
Pain Au Chocolat - FM,1.0,2024-06-08 08:54:41
Sugar Sticks - FM,1.0,2024-06-08 08:54:41
Drip Coffee - FM,1.0,2024-06-08 08:54:41
Sugar Sticks - FM,1.0,2024-06-08 08:53:36
Drip Coffee - FM,1.0,2024-06-08 08:53:36
Butter Croissant - FM,2.0,2024-06-08 08:51:18
Almond Croissant - FM,1.0,2024-06-08 08:51:11
Pain Aux Raisin - FM,2.0,2024-06-08 08:49:42
Pain Au Chocolat - FM,2.0,2024-06-08 08:49:42
Berry Croissant - FM,2.0,2024-06-08 08:49:42
Vanilla Canele - FM,2.0,2024-06-08 08:49:42
Iced Teas - FM,1.0,2024-06-08 08:49:15
Ube & Strawberry Croissant - FM,1.0,2024-06-08 08:49:15
Sugar Sticks - FM,1.0,2024-06-08 08:49:15
Butter Croissant - FM,4.0,2024-06-08 08:46:48
Drip Coffee - FM,1.0,2024-06-08 08:46:01
Butter Croissant - FM,1.0,2024-06-08 08:45:36
Pain Aux Raisin - FM,1.0,2024-06-08 08:43:12
Berry Croissant - FM,1.0,2024-06-08 08:43:12
Iced Teas - FM,1.0,2024-06-08 08:41:07
Pistachio Croissant - FM,1.0,2024-06-08 08:36:40
Berry Croissant - FM,1.0,2024-06-08 08:36:12
Sugar Sticks - FM,1.0,2024-06-08 08:33:54
Butter Croissant - FM,1.0,2024-06-08 08:32:12
Ube & Strawberry Croissant - FM,1.0,2024-06-08 08:31:34
Berry Croissant - FM,1.0,2024-06-08 08:30:58
Berry Croissant - FM,1.0,2024-06-08 08:30:34
Flavored Lemonade - FM,1.0,2024-06-08 08:29:59
Sugar Sticks - FM,1.0,2024-06-08 08:29:59
Flavored Lemonade - FM,1.0,2024-06-08 08:28:18
Cold Brew - FM,1.0,2024-06-08 08:27:28
Pistachio Croissant - FM,1.0,2024-06-08 08:23:57
Pistachio Croissant - FM,1.0,2024-06-08 08:22:20
Kouign Amann - FM,1.0,2024-06-08 08:21:38
Almond Croissant - FM,1.0,2024-06-08 08:21:38
Ube & Strawberry Croissant - FM,1.0,2024-06-08 08:21:21
Almond Croissant - FM,1.0,2024-06-08 08:16:25
Kouign Amann - FM,1.0,2024-06-08 08:16:25
Almond Croissant - FM,1.0,2024-06-08 08:15:38
Pistachio Croissant - FM,1.0,2024-06-08 08:15:38
Almond Croissant - FM,1.0,2024-06-08 08:15:05
Butter Croissant - FM,1.0,2024-06-08 08:15:05
Basil & Raspberry Canele1 - FM,1.0,2024-06-08 08:13:53
Ube & Strawberry Croissant - FM,1.0,2024-06-08 08:13:53
Pain Aux Raisin - FM,1.0,2024-06-08 08:12:51
Sugar Sticks - FM,1.0,2024-06-08 08:12:51
Butter Croissant - FM,1.0,2024-06-08 08:12:12
Butter Croissant - FM,-1.0,2024-06-08 08:11:46
Butter Croissant - FM,1.0,2024-06-08 08:11:21
Almond Croissant - FM,2.0,2024-06-08 08:10:53
Berry Croissant - FM,2.0,2024-06-08 08:10:53
Iced Teas - FM,1.0,2024-06-08 08:09:21
Cold Brew - FM,1.0,2024-06-08 08:08:54
Butter Croissant - FM,1.0,2024-06-08 08:08:31
Iced Teas - FM,1.0,2024-06-08 08:07:18
Almond Croissant - FM,1.0,2024-06-08 08:03:35
Butter Croissant - FM,1.0,2024-06-08 08:03:35
Ube & Strawberry Croissant - FM,1.0,2024-06-08 08:02:20
Drip Coffee - FM,1.0,2024-06-08 08:02:20
Pain Aux Raisin - FM,1.0,2024-06-08 08:00:29
Vanilla Canele - FM,1.0,2024-06-08 08:00:29
Kouign Amann - FM,2.0,2024-06-08 07:57:09
Basil & Raspberry Canele1 - FM,2.0,2024-06-08 07:56:03
Berry Croissant - FM,1.0,2024-06-08 07:55:53
Sugar Sticks - FM,1.0,2024-06-08 07:55:53
Iced Teas - FM,2.0,2024-06-08 07:54:45
Almond Croissant - FM,1.0,2024-06-08 07:52:55
Butter Croissant - FM,1.0,2024-06-08 07:51:28
Almond Croissant - FM,3.0,2024-06-08 07:51:28
Ube & Strawberry Croissant - FM,1.0,2024-06-08 07:50:39
Pain Au Chocolat - FM,1.0,2024-06-08 07:50:39
Drip Coffee - FM,1.0,2024-06-08 07:50:39
Sugar Sticks - FM,1.0,2024-06-08 07:49:58
Flavored Lemonade - FM,1.0,2024-06-08 07:49:49
Iced Teas - FM,1.0,2024-06-08 07:49:49
Cold Brew - FM,1.0,2024-06-08 07:41:35
Flavored Lemonade - FM,1.0,2024-06-08 07:41:07
Pistachio Croissant - FM,1.0,2024-06-08 07:41:07
Pain Au Chocolat - FM,1.0,2024-06-08 07:41:07
Drip Coffee - FM,1.0,2024-06-08 07:38:25
Kouign Amann - FM,1.0,2024-06-08 07:38:25
Pistachio Croissant - FM,1.0,2024-06-08 07:31:54
Ube & Strawberry Croissant - FM,1.0,2024-06-08 07:31:54
Butter Croissant - FM,1.0,2024-06-08 07:23:45
Ube & Strawberry Croissant - FM,1.0,2024-06-08 07:23:15
Pain Aux Raisin - FM,1.0,2024-06-08 07:14:05
Berry Croissant - FM,1.0,2024-06-08 07:14:05
Drip Coffee - FM,3.0,2024-06-08 07:09:36
Pistachio Croissant - FM,1.0,2024-06-08 07:01:29
Butter Croissant - FM,1.0,2024-06-08 07:01:29
Pistachio Croissant - FM,1.0,2024-05-25 11:58:36
Iced Teas - FM,1.0,2024-05-25 11:58:05
Almond Croissant - FM,2.0,2024-05-25 11:57:26
Cold Brew - FM,1.0,2024-05-25 11:52:24
Almond Croissant - FM,1.0,2024-05-25 11:51:58
Berry Croissant - FM,1.0,2024-05-25 11:50:36
Ube & Strawberry Croissant - FM,1.0,2024-05-25 11:50:36
Berry Croissant - FM,1.0,2024-05-25 11:49:31
Ube & Strawberry Croissant - FM,1.0,2024-05-25 11:49:31
Almond Croissant - FM,1.0,2024-05-25 11:48:41
Iced Teas - FM,2.0,2024-05-25 11:48:22
Ube & Strawberry Croissant - FM,1.0,2024-05-25 11:43:37
Berry Croissant - FM,1.0,2024-05-25 11:42:16
Ube & Strawberry Croissant - FM,1.0,2024-05-25 11:42:16
Berry Croissant - FM,1.0,2024-05-25 11:39:29
Iced Teas - FM,1.0,2024-05-25 11:38:47
Cold Brew - FM,1.0,2024-05-25 11:37:14
Flavored Lemonade - FM,1.0,2024-05-25 11:37:14
Pistachio Croissant - FM,1.0,2024-05-25 11:31:08
Iced Teas - FM,1.0,2024-05-25 11:28:10
Iced Teas - FM,1.0,2024-05-25 11:27:54
Drip Coffee - FM,1.0,2024-05-25 11:26:11
Berry Croissant - FM,1.0,2024-05-25 11:25:07
Iced Teas - FM,1.0,2024-05-25 11:24:01
Flavored Lemonade - FM,1.0,2024-05-25 11:23:00
Pistachio Croissant - FM,1.0,2024-05-25 11:21:28
Pistachio Croissant - FM,2.0,2024-05-25 11:19:19
Cold Brew - FM,2.0,2024-05-25 11:19:19
Pistachio Croissant - FM,1.0,2024-05-25 11:17:30
Almond Croissant - FM,1.0,2024-05-25 11:13:24
Iced Teas - FM,1.0,2024-05-25 11:11:17
Iced Teas - FM,1.0,2024-05-25 11:11:12
Drip Coffee - FM,1.0,2024-05-25 11:11:12
Flavored Lemonade - FM,1.0,2024-05-25 11:10:38
Almond Croissant - FM,1.0,2024-05-25 11:10:06
Drip Coffee - FM,1.0,2024-05-25 11:10:06
Sugar Sticks - FM,1.0,2024-05-25 11:09:03
Iced Teas - FM,1.0,2024-05-25 11:08:24
Iced Teas - FM,2.0,2024-05-25 11:06:34
Cold Brew - FM,1.0,2024-05-25 11:06:34
Sugar Sticks - FM,1.0,2024-05-25 11:06:34
Basil & Raspberry Canele - FM,1.0,2024-05-25 11:06:34
Basil & Raspberry Canele - FM,3.0,2024-05-25 11:05:19
Iced Teas - FM,1.0,2024-05-25 11:04:20
Cold Brew - FM,1.0,2024-05-25 11:04:20
Ube & Strawberry Croissant - FM,1.0,2024-05-25 11:03:30
Berry Croissant - FM,1.0,2024-05-25 11:03:30
Drip Coffee - FM,1.0,2024-05-25 11:01:45
Iced Teas - FM,1.0,2024-05-25 10:59:55
Pistachio Croissant - FM,1.0,2024-05-25 10:59:55
Berry Croissant - FM,1.0,2024-05-25 10:57:30
Sugar Sticks - FM,1.0,2024-05-25 10:57:30
Cold Brew - FM,1.0,2024-05-25 10:57:30
Cold Brew - FM,1.0,2024-05-25 10:56:49
Pistachio Croissant - FM,1.0,2024-05-25 10:56:49
Cold Brew - FM,1.0,2024-05-25 10:54:18
Almond Croissant - FM,1.0,2024-05-25 10:53:40
Flavored Lemonade - FM,1.0,2024-05-25 10:53:40
Cold Brew - FM,2.0,2024-05-25 10:50:51
Cold Brew - FM,1.0,2024-05-25 10:48:55
Pain Au Chocolat - FM,1.0,2024-05-25 10:46:46
Ube & Strawberry Croissant - FM,1.0,2024-05-25 10:46:46
Sugar Sticks - FM,1.0,2024-05-25 10:46:46
Pain Au Chocolat - FM,1.0,2024-05-25 10:46:19
Cold Brew - FM,1.0,2024-05-25 10:46:19
Cold Brew - FM,1.0,2024-05-25 10:45:05
Flavored Lemonade - FM,1.0,2024-05-25 10:44:35
Drip Coffee - FM,1.0,2024-05-25 10:40:47
Flavored Lemonade - FM,1.0,2024-05-25 10:40:47
Sugar Sticks - FM,1.0,2024-05-25 10:40:47
Cold Brew - FM,1.0,2024-05-25 10:39:59
Ube & Strawberry Croissant - FM,1.0,2024-05-25 10:39:39
Flavored Lemonade - FM,1.0,2024-05-25 10:39:06
Pain Au Chocolat - FM,1.0,2024-05-25 10:36:32
Sugar Sticks - FM,1.0,2024-05-25 10:36:32
Pistachio Croissant - FM,1.0,2024-05-25 10:36:32
Cold Brew - FM,1.0,2024-05-25 10:33:58
Berry Croissant - FM,1.0,2024-05-25 10:30:34
Pistachio Croissant - FM,1.0,2024-05-25 10:28:04
Flavored Lemonade - FM,1.0,2024-05-25 10:27:44
Iced Teas - FM,1.0,2024-05-25 10:27:44
Flavored Lemonade - FM,1.0,2024-05-25 10:26:39
Almond Croissant - FM,1.0,2024-05-25 10:26:37
Ube & Strawberry Croissant - FM,1.0,2024-05-25 10:26:37
Ube & Strawberry Croissant - FM,1.0,2024-05-25 10:26:01
Iced Teas - FM,1.0,2024-05-25 10:26:01
Sugar Sticks - FM,1.0,2024-05-25 10:25:37
Drip Coffee - FM,1.0,2024-05-25 10:25:08
Flavored Lemonade - FM,1.0,2024-05-25 10:25:08
Sugar Sticks - FM,1.0,2024-05-25 10:24:38
Cold Brew - FM,1.0,2024-05-25 10:24:38
Ube & Strawberry Croissant - FM,1.0,2024-05-25 10:23:48
Pistachio Croissant - FM,1.0,2024-05-25 10:23:48
Pistachio Croissant - FM,1.0,2024-05-25 10:23:10
Iced Teas - FM,1.0,2024-05-25 10:23:08
Cold Brew - FM,2.0,2024-05-25 10:22:38
Pain Au Chocolat - FM,1.0,2024-05-25 10:22:38
Drip Coffee - FM,1.0,2024-05-25 10:20:39
Ube & Strawberry Croissant - FM,1.0,2024-05-25 10:20:06
Sugar Sticks - FM,1.0,2024-05-25 10:18:57
Berry Croissant - FM,1.0,2024-05-25 10:14:15
Flavored Lemonade - FM,5.0,2024-05-25 10:13:33
Iced Teas - FM,1.0,2024-05-25 10:13:33
Cold Brew - FM,1.0,2024-05-25 10:12:23
Almond Croissant - FM,2.0,2024-05-25 10:12:04
Berry Croissant - FM,1.0,2024-05-25 10:08:36
Pain Au Chocolat - FM,1.0,2024-05-25 10:07:01
Cold Brew - FM,1.0,2024-05-25 10:06:19
Berry Croissant - FM,1.0,2024-05-25 10:04:44
Iced Teas - FM,1.0,2024-05-25 10:04:44
Basil & Raspberry Canele - FM,1.0,2024-05-25 10:04:44
Flavored Lemonade - FM,1.0,2024-05-25 10:03:39
Ube & Strawberry Croissant - FM,1.0,2024-05-25 10:03:39
Iced Teas - FM,1.0,2024-05-25 10:03:16
Almond Croissant - FM,1.0,2024-05-25 10:02:07
Ube & Strawberry Croissant - FM,1.0,2024-05-25 10:01:51
Almond Croissant - FM,1.0,2024-05-25 10:01:22
Flavored Lemonade - FM,1.0,2024-05-25 10:01:07
Vanilla Canele - FM,1.0,2024-05-25 10:00:53
Basil & Raspberry Canele - FM,1.0,2024-05-25 10:00:53
Ube & Strawberry Croissant - FM,1.0,2024-05-25 10:00:53
Pain Au Chocolat - FM,1.0,2024-05-25 10:00:53
Pistachio Croissant - FM,1.0,2024-05-25 10:00:46
Almond Croissant - FM,1.0,2024-05-25 10:00:46
Ube & Strawberry Croissant - FM,1.0,2024-05-25 10:00:46
Pain Au Chocolat - FM,1.0,2024-05-25 09:59:43
Pistachio Croissant - FM,1.0,2024-05-25 09:59:43
Flavored Lemonade - FM,1.0,2024-05-25 09:59:09
Almond Croissant - FM,1.0,2024-05-25 09:59:09
Berry Croissant - FM,1.0,2024-05-25 09:59:00
Flavored Lemonade - FM,1.0,2024-05-25 09:58:25
Almond Croissant - FM,1.0,2024-05-25 09:57:54
